Brand,Pattern,Size,Price,Season,Wet Grip,Fuel Efficiency
Michelin,Primacy 4,205/55 R16 91H,95.99,Summer,Wet Grip A,Fuel Efficiency A
,,,,,,
Michelin,Primacy 3,205/55 R16 91H,96.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Michelin,CrossClimate 2,205/55 R16 91H,96.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Michelin,ePrimacy,205/55 R16 91H,97.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Michelin,Primacy 4,205/55 R16 91W,98.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Michelin,Pilot Sport 4,205/55 R16 91W,100.99,Summer,Wet Grip A,Fuel Efficiency D
,,,,,,
Michelin,CrossClimate,205/55 R16 94V,101.99,All Season,Wet Grip B,Fuel Efficiency B
,,,,,,
Michelin,Primacy 4+,205/55 R16 94H,106.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Autogreen,Sport Chaser SC2,205/55 R16 91V,50.99,Summer,Wet Grip A,Fuel Efficiency D
,,,,,,
Autogreen,Smart Chaser SC1,205/55 R16 91V,50.99,Summer,Wet Grip C,Fuel Efficiency E
,,,,,,
Autogreen,Sport Chaser SC2,205/55 R16 91W,57.99,Summer,Wet Grip A,Fuel Efficiency D
,,,,,,
Autogreen,All Season AS2,205/55 R16 91V,68.99,All Season,Wet Grip C,Fuel Efficiency C
,,,,,,
Sailun,Atrezzo Elite,205/55 R16 91W,69.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Avon,ZV7,205/55 R16 91V,70.99,Summer,Wet Grip A,Fuel Efficiency D
,,,,,,
Dunlop,SP Sport BluResponse,205/55 R16 91V,72.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Bridgestone,Turanza T005,205/55 R16 91W,77.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Bridgestone,Turanza T005,205/55 R16 91V,78.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Goodyear,EfficientGrip Performance 2,205/55 R16 91V,78.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Michelin,Primacy 4+,205/55 R16 91V,85.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Continental,ContiEcoContact 6,205/55 R16 91V,88.99,Summer,Wet Grip A,Fuel Efficiency A
,,,,,,
Firestone,Roadhawk,205/55 R16 91V,64.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Avon,ZV7,205/55 R16 91W,71.99,Summer,Wet Grip A,Fuel Efficiency D
,,,,,,
Hankook,Ventus Prime 3 K125,205/55 R16 91H,73.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Hankook,Kinergy Eco 2 K435,205/55 R16 91H,73.99,Summer,Wet Grip B,Fuel Efficiency B
,,,,,,
Hankook,Ventus Prime 4 K135,205/55 R16 91H,73.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Hankook,Ventus Prime 4 K135,205/55 R16 91V,74.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Yokohama,BluEarth ES32,205/55 R16 91V,74.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Yokohama,BluEarth ES32,205/55 R16 91H,74.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Avon,ZV7,205/55 R16 94W,74.99,Summer,Wet Grip A,Fuel Efficiency D
,,,,,,
Avon,AS7,205/55 R16 94V,76.99,All Season,Wet Grip B,Fuel Efficiency C
,,,,,,
Uniroyal,RainSport 5,205/55 R16 91H,76.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Uniroyal,RainSport 5,205/55 R16 91V,76.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Yokohama,BluEarth AE51,205/55 R16 91V,76.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Hankook,Kinergy 435 Eco2,205/55 R16 91H,76.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Hankook,Ventus Prime 4 K135,205/55 R16 91W,76.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Hankook,Ventus Prime 3 K125,205/55 R16 91H,77.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Hankook,Kinergy 4S2 H750,205/55 R16 94V,78.99,All Season,Wet Grip B,Fuel Efficiency C
,,,,,,
Yokohama,BluEarth AE51,205/55 R16 91W,78.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Yokohama,C.Drive AC02,205/55 R16 91H,80.99,Summer,Wet Grip C,Fuel Efficiency C
,,,,,,
Yokohama,Advan Sport V105,205/55 R16 91V,81.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Yokohama,C.Drive AC02,205/55 R16 91V,81.99,Summer,Wet Grip C,Fuel Efficiency C
,,,,,,
Hankook,Ventus Prime 2 K115,205/55 R16 91W,81.99,Summer,Wet Grip C,Fuel Efficiency C
,,,,,,
Hankook,Kinergy 4S2 H750,205/55 R16 94H,82.99,All Season,Wet Grip B,Fuel Efficiency C
,,,,,,
Yokohama,Advan dB V552,205/55 R16 91W,82.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Sailun,Atrezzo 4 Seasons,205/55 R16 94V,82.99,All Season,Wet Grip C,Fuel Efficiency D
,,,,,,
Yokohama,Advan Fleva V701,205/55 R16 91W,83.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Yokohama,Advan Sport V105,205/55 R16 91W,83.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Yokohama,Decibel E70J,205/55 R16 91V,86.99,Summer,Wet Grip C,Fuel Efficiency D
,,,,,,
Yokohama,Decibel E70J,205/55 R16 91V,86.99,Summer,Wet Grip C,Fuel Efficiency D
,,,,,,
Yokohama,BluEarth AE51,205/55 R16 94V,86.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Yokohama,BluEarth-4S AW21,205/55 R16 91V,86.99,All Season,Wet Grip B,Fuel Efficiency D
,,,,,,
Avon,AS7,205/55 R16 91V,87.99,All Season,Wet Grip B,Fuel Efficiency D
,,,,,,
Yokohama,Advan Sport V103,205/55 R16 91V,88.99,Summer,Wet Grip B,Fuel Efficiency D
,,,,,,
Uniroyal,Winter Expert,205/55 R16 91H,91.99,Winter,Wet Grip B,Fuel Efficiency C
,,,,,,
Avon,ZV7,205/55 R16 94V,92.99,Summer,Wet Grip A,Fuel Efficiency D
,,,,,,
Yokohama,V906 BluEarth Winter,205/55 R16 91T,93.99,Winter,Wet Grip B,Fuel Efficiency D
,,,,,,
Uniroyal,RainSport 3,205/55 R16 91W,96.99,Summer,Wet Grip A,Fuel Efficiency D
,,,,,,
Hankook,Ventus Prime 3 K125,205/55 R16 94W,96.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Hankook,Ventus Prime 4 K135,205/55 R16 94W,96.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Hankook,Ventus Prime 3 K125,205/55 R16 94W,96.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Hankook,Ventus Prime 4 K135,205/55 R16 94V,97.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Hankook,Ventus Prime 3 K125,205/55 R16 94H,98.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Yokohama,V906 BluEarth Winter,205/55 R16 94H,98.99,Winter,Wet Grip B,Fuel Efficiency D
,,,,,,
Hankook,Ventus Prime 3 K125,205/55 R16 91W,100.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Hankook,Ventus Prime 3 K125,205/55 R16 91W,100.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Yokohama,BluEarth-4S AW21,205/55 R16 94V,101.99,All Season,Wet Grip B,Fuel Efficiency D
,,,,,,
Hankook,i*Cept Evo2 W320,205/55 R16 91V,111.99,Winter,Wet Grip C,Fuel Efficiency D
,,,,,,
Yokohama,Advan Neova AD08RS,205/55 R16 91V,112.99,Summer,Wet Grip B,Fuel Efficiency D
,,,,,,
Hankook,Kinergy 4S2 H750,205/55 R16 94W,115.99,All Season,Wet Grip B,Fuel Efficiency D
,,,,,,
Yokohama,A008P,205/55 R16 91W,155.99,Summer,Wet Grip B,Fuel Efficiency D
,,,,,,
Dunlop,SP Sport BluResponse,205/55 R16 91V,77.99,Summer,Wet Grip B,Fuel Efficiency B
,,,,,,
Bridgestone,Turanza T005,205/55 R16 91W,78.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Dunlop,SP Sport BluResponse,205/55 R16 91W,79.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Dunlop,SP Sport BluResponse,205/55 R16 91H,80.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Goodyear,EfficientGrip Performance 2,205/55 R16 91H,81.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Dunlop,Sport Maxx RT,205/55 R16 91Y,82.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Goodyear,Vector 4Seasons Gen 3,205/55 R16 91V,83.99,All Season,Wet Grip B,Fuel Efficiency C
,,,,,,
Bridgestone,Weather Control A005 EVO,205/55 R16 91H,84.99,All Season,Wet Grip A,Fuel Efficiency C
,,,,,,
Pirelli,Cinturato P1 Verde,205/55 R16 91H,84.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Pirelli,Cinturato P7,205/55 R16 91W,85.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Bridgestone,Turanza T005,205/55 R16 91H,85.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Bridgestone,Turanza ER300,205/55 R16 91H,85.99,Summer,Wet Grip B,Fuel Efficiency D
,,,,,,
Goodyear,Vector 4Seasons Gen 3,205/55 R16 94V,85.99,All Season,Wet Grip B,Fuel Efficiency C
,,,,,,
Dunlop,Sport Maxx RT,205/55 R16 91W,86.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Goodyear,EfficientGrip,205/55 R16 91V,87.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Continental,ContiEcoContact 5,205/55 R16 91W,87.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Bridgestone,Turanza ER300A,205/55 R16 91W,88.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Pirelli,Cinturato All Season SF 2,205/55 R16 94V,88.99,All Season,Wet Grip B,Fuel Efficiency B
,,,,,,
Goodyear,EfficientGrip Performance 2,205/55 R16 91W,89.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Bridgestone,Weather Control A005 EVO,205/55 R16 94V,89.99,All Season,Wet Grip A,Fuel Efficiency C
,,,,,,
Continental,AllSeasonContact,205/55 R16 91H,89.99,All Season,Wet Grip B,Fuel Efficiency C
,,,,,,
Continental,ContiSportContact 2,205/55 R16 91V,89.99,Summer,Wet Grip C,Fuel Efficiency D
,,,,,,
Continental,PremiumContact 6,205/55 R16 91V,90.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Continental,ContiEcoContact 5,205/55 R16 91V,90.99,Summer,Wet Grip B,Fuel Efficiency B
,,,,,,
Continental,ContiEcoContact 5,205/55 R16 91V,90.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Continental,ContiPremiumContact 2,205/55 R16 91V,90.99,Summer,Wet Grip B,Fuel Efficiency D
,,,,,,
Pirelli,Cinturato P7,205/55 R16 91W,90.99,Summer,Wet Grip B,Fuel Efficiency D
,,,,,,
Goodyear,Vector 4Seasons Gen-2,205/55 R16 94V,91.99,All Season,Wet Grip B,Fuel Efficiency B
,,,,,,
Goodyear,EfficientGrip Performance,205/55 R16 91H,91.99,Summer,Wet Grip C,Fuel Efficiency A
,,,,,,
Continental,UltraContact,205/55 R16 91W,91.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Continental,ContiPremiumContact 5,205/55 R16 91W,91.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Continental,ContiEcoContact 5,205/55 R16 91H,91.99,Summer,Wet Grip B,Fuel Efficiency B
,,,,,,
Bridgestone,Turanza ER300,205/55 R16 91V,91.99,Summer,Wet Grip B,Fuel Efficiency D
,,,,,,
Bridgestone,Turanza T005,205/55 R16 91V,91.99,Summer,Wet Grip A,Fuel Efficiency A
,,,,,,
Continental,ContiEcoContact 6,205/55 R16 91W,92.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Continental,UltraContact,205/55 R16 91V,92.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Continental,AllSeasonContact,205/55 R16 91V,93.99,All Season,Wet Grip B,Fuel Efficiency C
,,,,,,
Bridgestone,Turanza T005,205/55 R16 91W,93.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Continental,AllSeasonContact,205/55 R16 94V,94.99,All Season,Wet Grip B,Fuel Efficiency B
,,,,,,
Continental,AllSeasonContact,205/55 R16 94H,94.99,All Season,Wet Grip B,Fuel Efficiency B
,,,,,,
Goodyear,EfficientGrip Performance,205/55 R16 91H,95.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Goodyear,EfficientGrip Performance,205/55 R16 91V,97.99,Summer,Wet Grip C,Fuel Efficiency A
,,,,,,
Goodyear,Vector 4Seasons Gen 3,205/55 R16 94V,99.99,All Season,Wet Grip B,Fuel Efficiency A
,,,,,,
Goodyear,EfficientGrip Performance,205/55 R16 91V,100.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Bridgestone,Turanza ER300,205/55 R16 91W,101.99,Summer,Wet Grip B,Fuel Efficiency D
,,,,,,
Bridgestone,Turanza T005,205/55 R16 91W,101.99,Summer,Wet Grip B,Fuel Efficiency B
,,,,,,
Goodyear,EfficientGrip Performance,205/55 R16 91W,101.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Goodyear,Vector 4Seasons,205/55 R16 94V,102.99,All Season,Wet Grip C,Fuel Efficiency C
,,,,,,
Continental,ContiEcoContact 6,205/55 R16 94H,102.99,Summer,Wet Grip A,Fuel Efficiency A
,,,,,,
Bridgestone,Turanza ER300A,205/55 R16 91W,102.99,Summer,Wet Grip B,Fuel Efficiency D
,,,,,,
Goodyear,EfficientGrip,205/55 R16 91W,107.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Continental,UltraContact,205/55 R16 94V,108.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Goodyear,EfficientGrip Performance 2,205/55 R16 94W,110.99,Summer,Wet Grip A,Fuel Efficiency B
,,,,,,
Continental,WinterContact TS870,205/55 R16 91H,112.99,Winter,Wet Grip B,Fuel Efficiency C
,,,,,,
Pirelli,Cinturato Winter 2,205/55 R16 91T,113.99,Winter,Wet Grip B,Fuel Efficiency C
,,,,,,
Bridgestone,Turanza T005,205/55 R16 94V,116.99,Summer,Wet Grip A,Fuel Efficiency A
,,,,,,
Bridgestone,Weather Control A005 Driveguard EVO,205/55 R16 94V,116.99,All Season,Wet Grip A,Fuel Efficiency D
,,,,,,
Continental,ContiEcoContact 6,205/55 R16 91W,116.99,Summer,Wet Grip B,Fuel Efficiency B
,,,,,,
Continental,ContiPremiumContact,205/55 R16 91V,116.99,Summer,Wet Grip B,Fuel Efficiency D
,,,,,,
Bridgestone,Turanza T005,205/55 R16 91V,118.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Goodyear,Vector 4Seasons Gen-2,205/55 R16 91V,122.99,All Season,Wet Grip B,Fuel Efficiency D
,,,,,,
Goodyear,UltraGrip 9,205/55 R16 91H,124.99,Winter,Wet Grip B,Fuel Efficiency C
,,,,,,
Pirelli,Cinturato Winter 2,205/55 R16 91H,128.99,Winter,Wet Grip B,Fuel Efficiency C
,,,,,,
Pirelli,Cinturato Winter 2,205/55 R16 94H,130.99,Winter,Wet Grip B,Fuel Efficiency C
,,,,,,
Continental,WinterContact TS 860,205/55 R16 91H,135.99,Winter,Wet Grip C,Fuel Efficiency C
,,,,,,
Pirelli,Winter 210 SnowControl Serie 3,205/55 R16 91H,161.99,Winter,Wet Grip B,Fuel Efficiency D
,,,,,,
Michelin,CrossClimate 2,205/55 R16 91W,87.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Michelin,CrossClimate 2,205/55 R16 91V,88.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Michelin,Primacy 4+,205/55 R16 91W,88.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Michelin,CrossClimate 2,205/55 R16 94V,91.99,All Season,Wet Grip B,Fuel Efficiency B
,,,,,,
Michelin,Primacy 4+,205/55 R16 91H,95.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Michelin,ePrimacy,205/55 R16 91V,95.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Michelin,Primacy 4,205/55 R16 91H,95.99,Summer,Wet Grip A,Fuel Efficiency A
,,,,,,
Michelin,Primacy 3,205/55 R16 91H,96.99,Summer,Wet Grip A,Fuel Efficiency C
,,,,,,
Michelin,CrossClimate 2,205/55 R16 91H,96.99,Summer,Wet Grip B,Fuel Efficiency C
,,,,,,
Michelin,ePrimacy,205/55 R16 91H,97.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Michelin,Primacy 4,205/55 R16 91W,98.99,Summer,Wet Grip B,Fuel Efficiency A
,,,,,,
Michelin,Pilot Sport 4,205/55 R16 91W,100.99,Summer,Wet Grip A,Fuel Efficiency D
,,,,,,
Michelin,CrossClimate,205/55 R16 94V,101.99,All Season,Wet Grip B,Fuel Efficiency B
,,,,,,
Michelin,Primacy 4+,205/55 R16 94H,106.99,Summer,Wet Grip A,Fuel Efficiency C
